"","HSV hue","Img. cat.","Num","Den","Ref.","RL|NL","RL|NS","RL|DL","RL|DS","n (x1000)"
"32",">251","bat_3","Brightness hue","Total bright",94,0.82580283793876,0.17419716206124,0.410007468259895,0.589992531740105,5.36
"33","<60","bathtub_0","Brightness hue","Total bright",97,0.743308865047995,0.2566534914361,0.517673630717109,0.482288725766987,26.56
"34","61-160","bathtub_1","Brightness hue","Total bright",100,0.875028982146997,0.124971017853003,0.482687997526857,0.517312002473143,25.88
"35","161-250","bathtub_2","Brightness hue","Total bright",103,0.865110506085842,0.134889493914158,0.48126201153107,0.51873798846893,24.98
"36",">251","bathtub_3","Brightness hue","Total bright",106,0.875162797824255,0.124837202175745,0.484639546464414,0.515360453535586,26.11
"37","<60","bear_0","Brightness hue","Total bright",109,0.692475247524752,0.307524752475248,0.466534653465347,0.533465346534653,5.05
"38","61-160","bear_1","Brightness hue","Total bright",112,0.78039603960396,0.21960396039604,0.484950495049505,0.515049504950495,5.05
"39","161-250","bear_2","Brightness hue","Total bright",115,0.875169869928169,0.124830130071831,0.523005241700641,0.476994758299359,5.15
"40",">251","bear_3","Brightness hue","Total bright",118,0.843525529023491,0.156474470976509,0.498738109105028,0.501261890894972,5.15
"41","<60","beer-mug_0","Brightness hue","Total bright",121,0.774894810659187,0.225105189340813,0.550958391771856,0.449041608228144,4.28
"42","61-160","beer-mug_1","Brightness hue","Total bright",124,0.868376068376068,0.131623931623932,0.528693528693529,0.471306471306471,4.09
"43","161-250","beer-mug_2","Brightness hue","Total bright",127,0.882646691635456,0.117353308364544,0.473158551810237,0.526841448189763,4
"44",">251","beer-mug_3","Brightness hue","Total bright",130,0.840813464235624,0.159186535764376,0.388265544647031,0.611734455352969,4.28
"45","<60","billiards_0","Brightness hue","Total bright",133,0.733007817572657,0.266992182427343,0.531776744669247,0.468223255330753,38.5
"46","61-160","billiards_1","Brightness hue","Total bright",136,0.807573435836169,0.192426564163831,0.462847050879152,0.537152949120848,38.5
"47","161-250","billiards_2","Brightness hue","Total bright",139,0.852639564694187,0.147360435305813,0.483388269764035,0.516611730235965,38.23
"48",">251","billiards_3","Brightness hue","Total bright",142,0.850037659403163,0.149962340596837,0.463366490922785,0.536633509077215,38.5
"49","<60","binoculars_0","Brightness hue","Total bright",145,0.736520241171404,0.263479758828596,0.557407407407407,0.442592592592593,23.22
"50","61-160","binoculars_1","Brightness hue","Total bright",148,0.830103359173127,0.169896640826873,0.459646856158484,0.540353143841516,23.22
"51","161-250","binoculars_2","Brightness hue","Total bright",151,0.844120843294936,0.155879156705064,0.497283199304499,0.502716800695501,23
"52",">251","binoculars_3","Brightness hue","Total bright",154,0.851636520241171,0.148363479758829,0.460551248923342,0.539448751076658,23.22
"53","<60","birdbath_0","Brightness hue","Total bright",157,0.768777614138439,0.231222385861561,0.560698506206606,0.439301493793394,4.75
"54","61-160","birdbath_1","Brightness hue","Total bright",160,0.756013745704467,0.243986254295533,0.428049828178694,0.571950171821306,4.66
"55","161-250","birdbath_2","Brightness hue","Total bright",163,0.835526315789474,0.164473684210526,0.473026315789474,0.526973684210526,4.56
"56",">251","birdbath_3","Brightness hue","Total bright",166,0.836340206185567,0.163659793814433,0.52319587628866,0.47680412371134,4.66
"57","<60","blimp_0","Brightness hue","Total bright",169,0.832831737346101,0.167168262653899,0.464295485636115,0.535704514363885,3.65
"58","61-160","blimp_1","Brightness hue","Total bright",172,0.839070567986231,0.160929432013769,0.401893287435456,0.598106712564544,3.49
"59","161-250","blimp_2","Brightness hue","Total bright",175,0.862464985994398,0.137535014005602,0.563865546218487,0.436134453781513,3.57
"60",">251","blimp_3","Brightness hue","Total bright",178,0.857703081232493,0.142296918767507,0.428851540616246,0.571148459383753,3.57
"61","<60","bonsai-101_0","Brightness hue","Total bright",181,0.8502912884433,0.1497087115567,0.538273946619699,0.461726053380301,7.38
"62","61-160","bonsai-101_1","Brightness hue","Total bright",184,0.831594634873323,0.168405365126677,0.412003793523913,0.587996206476087,7.38
"63","161-250","bonsai-101_2","Brightness hue","Total bright",187,0.935532233883059,0.0644677661169415,0.510194902548726,0.489805097451274,6.67
"64",">251","bonsai-101_3","Brightness hue","Total bright",190,0.919421487603306,0.0805785123966942,0.507851239669421,0.492148760330579,7.26
"65","<60","boom-box_0","Brightness hue","Total bright",193,0.702808302808303,0.297191697191697,0.494505494505495,0.505494505494505,4.09
"66","61-160","boom-box_1","Brightness hue","Total bright",196,0.815628815628816,0.184371184371184,0.470818070818071,0.529181929181929,4.09
"67","161-250","boom-box_2","Brightness hue","Total bright",199,0.826862026862027,0.173137973137973,0.494261294261294,0.505738705738706,4.09
"68",">251","boom-box_3","Brightness hue","Total bright",202,0.857142857142857,0.142857142857143,0.528937728937729,0.471062271062271,4.09
"69","<60","bowling-ball_0","Brightness hue","Total bright",205,0.74234503360717,0.25765496639283,0.510268857356236,0.489731142643764,5.36
"70","61-160","bowling-ball_1","Brightness hue","Total bright",208,0.821005629974762,0.178994370025238,0.468064453504174,0.531935546495826,5.15
"71","161-250","bowling-ball_2","Brightness hue","Total bright",211,0.824290881401104,0.175709118598896,0.452693698838759,0.547306301161241,5.25
"72",">251","bowling-ball_3","Brightness hue","Total bright",214,0.84351798972016,0.15648201027984,0.513420902341519,0.486579097658481,5.25
"73","<60","bowling-pin_0","Brightness hue","Total bright",217,0.796633663366337,0.203366336633663,0.51960396039604,0.48039603960396,5.05
"74","61-160","bowling-pin_1","Brightness hue","Total bright",220,0.867070707070707,0.132929292929293,0.51030303030303,0.48969696969697,4.95
"75","161-250","bowling-pin_2","Brightness hue","Total bright",223,0.851717171717172,0.148282828282828,0.49959595959596,0.50040404040404,4.95
"76",">251","bowling-pin_3","Brightness hue","Total bright",226,0.822626262626263,0.177373737373737,0.455757575757576,0.544242424242424,4.95
"77","<60","boxing-glove_0","Brightness hue","Total bright",229,0.790978232362969,0.209021767637031,0.456989247311828,0.543010752688172,7.63
"78","61-160","boxing-glove_1","Brightness hue","Total bright",232,0.865722528193024,0.134277471806976,0.414240755310779,0.585759244689221,7.63
"79","161-250","boxing-glove_2","Brightness hue","Total bright",235,0.891909902705584,0.108090097294416,0.520325203252033,0.479674796747967,7.5
"80",">251","boxing-glove_3","Brightness hue","Total bright",238,0.861388777822204,0.138611222177796,0.502465680394509,0.497534319605491,7.5
"81","<60","brain-101_0","Brightness hue","Total bright",241,0.678518953864238,0.271231266529533,0.431971789597414,0.517778430796356,3.23
"82","61-160","brain-101_1","Brightness hue","Total bright",244,0.93394777265745,0.0660522273425499,0.549923195084485,0.450076804915515,1.95
"83","161-250","brain-101_2","Brightness hue","Total bright",247,0.925436277102062,0.0745637228979376,0.528291909042835,0.471708090957166,1.89
"84",">251","brain-101_3","Brightness hue","Total bright",250,0.927579365079365,0.0724206349206349,0.536706349206349,0.463293650793651,2.02
"85","<60","breadmaker_0","Brightness hue","Total bright",253,0.756367995205274,0.243632004794726,0.533812805913495,0.466187194086505,10.01
"86","61-160","breadmaker_1","Brightness hue","Total bright",256,0.841438703140831,0.158561296859169,0.49128672745694,0.50871327254306,9.87
"87","161-250","breadmaker_2","Brightness hue","Total bright",259,0.866565349544073,0.133434650455927,0.485410334346505,0.514589665653495,9.87
"88",">251","breadmaker_3","Brightness hue","Total bright",262,0.857553956834532,0.142446043165468,0.457862281603289,0.542137718396711,9.73
"89","<60","buddha-101_0","Brightness hue","Total bright",265,0.747852233676976,0.25,0.496348797250859,0.501503436426117,4.65
"90","61-160","buddha-101_1","Brightness hue","Total bright",268,0.915262515262515,0.0847374847374847,0.535775335775336,0.464224664224664,4.09
"91","161-250","buddha-101_2","Brightness hue","Total bright",271,0.921477428180575,0.0785225718194254,0.467305061559508,0.532694938440492,3.65
"92",">251","buddha-101_3","Brightness hue","Total bright",274,0.917704517704518,0.0822954822954823,0.459340659340659,0.540659340659341,4.09
"93","<60","bulldozer_0","Brightness hue","Total bright",277,0.589089089089089,0.410910910910911,0.433767100433767,0.566232899566233,5.99
"94","61-160","bulldozer_1","Brightness hue","Total bright",280,0.766099432766099,0.233900567233901,0.4662996329663,0.5337003670337,5.99
"95","161-250","bulldozer_2","Brightness hue","Total bright",283,0.762262262262262,0.237737737737738,0.548548548548549,0.451451451451451,5.99
"96",">251","bulldozer_3","Brightness hue","Total bright",286,0.808975642308976,0.191024357691024,0.505839172505839,0.494160827494161,5.99
"97","<60","butterfly_0","Brightness hue","Total bright",289,0.743404118404118,0.256595881595882,0.511100386100386,0.488899613899614,6.22
"98","61-160","butterfly_1","Brightness hue","Total bright",292,0.748069498069498,0.251930501930502,0.47039897039897,0.52960102960103,6.22
"99","161-250","butterfly_2","Brightness hue","Total bright",295,0.871226021684737,0.128773978315263,0.479232693911593,0.520767306088407,6
"100",">251","butterfly_3","Brightness hue","Total bright",298,0.868959868959869,0.131040131040131,0.558394758394758,0.441605241605242,6.11
"101","<60","cactus_0","Brightness hue","Total bright",301,0.687315634218289,0.312684365781711,0.457382394038193,0.542617605961807,6.44
"102","61-160","cactus_1","Brightness hue","Total bright",304,0.766806396522279,0.233193603477721,0.51963980748331,0.48036019251669,6.44
"103","161-250","cactus_2","Brightness hue","Total bright",307,0.884848484848485,0.115151515151515,0.526617526617527,0.473382473382473,6.11
"104",">251","cactus_3","Brightness hue","Total bright",310,0.860461441213654,0.139538558786346,0.509797724399494,0.490202275600506,6.33
"105","<60","cake_0","Brightness hue","Total bright",313,0.687870619946092,0.312129380053908,0.491464510332435,0.508535489667565,5.57
"106","61-160","cake_1","Brightness hue","Total bright",316,0.821743036837376,0.178256963162624,0.515363881401617,0.484636118598383,5.57
"107","161-250","cake_2","Brightness hue","Total bright",319,0.826739926739927,0.173260073260073,0.505677655677656,0.494322344322344,5.46
"108",">251","cake_3","Brightness hue","Total bright",322,0.815274034141959,0.184725965858041,0.457681940700809,0.542318059299191,5.57
"109","<60","calculator_0","Brightness hue","Total bright",325,0.778383838383838,0.221616161616162,0.591515151515152,0.408484848484849,4.95
"110","61-160","calculator_1","Brightness hue","Total bright",328,0.851111111111111,0.148888888888889,0.46969696969697,0.53030303030303,4.95
"111","161-250","calculator_2","Brightness hue","Total bright",331,0.854343434343434,0.145656565656566,0.43979797979798,0.56020202020202,4.95
"112",">251","calculator_3","Brightness hue","Total bright",334,0.862424242424242,0.137575757575758,0.523232323232323,0.476767676767677,4.95
"113","<60","camel_0","Brightness hue","Total bright",337,0.628523769808173,0.371309424520434,0.482235195996664,0.517597998331943,5.99
"114","61-160","camel_1","Brightness hue","Total bright",340,0.830044998269297,0.169955001730703,0.501211491865697,0.498788508134303,5.78
"115","161-250","camel_2","Brightness hue","Total bright",343,0.845353553165227,0.154646446834773,0.509962969493916,0.490037030506084,5.67
"116",">251","camel_3","Brightness hue","Total bright",346,0.782049021336625,0.217950978663375,0.405924880973373,0.594075119026627,5.67
"117","<60","cannon_0","Brightness hue","Total bright",349,0.695983247667999,0.304016752332001,0.506186940795736,0.493813059204264,5.25
"118","61-160","cannon_1","Brightness hue","Total bright",352,0.738054445079003,0.261945554920998,0.462021701884637,0.537978298115363,5.25
"119","161-250","cannon_2","Brightness hue","Total bright",355,0.796306872263469,0.203693127736532,0.522748905387398,0.477251094612602,5.25
"120",">251","cannon_3","Brightness hue","Total bright",358,0.79992385303636,0.20007614696364,0.491719017704169,0.508280982295831,5.25
"121","<60","canoe_0","Brightness hue","Total bright",361,0.703510082150859,0.296303211351755,0.473300970873786,0.526512322628828,5.36
"122","61-160","canoe_1","Brightness hue","Total bright",364,0.812075325179577,0.187924674820423,0.465734808774995,0.534265191225005,5.15
"123","161-250","canoe_2","Brightness hue","Total bright",367,0.811298776936517,0.188701223063483,0.549796156086197,0.450203843913803,5.15
"124",">251","canoe_3","Brightness hue","Total bright",370,0.842748980780431,0.157251019219569,0.537371384197243,0.462628615802757,5.15
"125","<60","car-side-101_0","Brightness hue","Total bright",373,NA,NA,NA,NA,0
"126","61-160","car-side-101_1","Brightness hue","Total bright",376,NA,NA,NA,NA,0
"127","161-250","car-side-101_2","Brightness hue","Total bright",379,NA,NA,NA,NA,0
"128",">251","car-side-101_3","Brightness hue","Total bright",382,NA,NA,NA,NA,0
"129","<60","car-tire_0","Brightness hue","Total bright",385,0.794257178526841,0.205742821473159,0.561048689138577,0.438951310861423,4
"130","61-160","car-tire_1","Brightness hue","Total bright",388,0.842737722048067,0.157262277951933,0.520898641588297,0.479101358411703,3.83
"131","161-250","car-tire_2","Brightness hue","Total bright",391,0.796220633299285,0.203779366700715,0.451481103166496,0.548518896833504,3.92
"132",">251","car-tire_3","Brightness hue","Total bright",394,0.839376915219612,0.160623084780388,0.439989785495403,0.560010214504597,3.92
"133","<60","cartman_0","Brightness hue","Total bright",397,0.651881188118812,0.347524752475248,0.522376237623762,0.477029702970297,5.05
"134","61-160","cartman_1","Brightness hue","Total bright",400,0.690932042920261,0.309067957079739,0.39448769198401,0.60551230801599,4.75
"135","161-250","cartman_2","Brightness hue","Total bright",403,0.734904270986745,0.265095729013255,0.514832737218599,0.485167262781401,4.75
"136",">251","cartman_3","Brightness hue","Total bright",406,0.746686303387334,0.253313696612666,0.468125394487692,0.531874605512308,4.75
"137","<60","cd_0","Brightness hue","Total bright",409,0.712871287128713,0.287128712871287,0.473694428266356,0.526305571733644,5.15
"138","61-160","cd_1","Brightness hue","Total bright",412,0.794408852649971,0.205591147350029,0.500097068530382,0.499902931469618,5.15
"139","161-250","cd_2","Brightness hue","Total bright",415,0.820034944670938,0.179965055329062,0.52417006406523,0.47582993593477,5.15
"140",">251","cd_3","Brightness hue","Total bright",418,0.814793244030285,0.185206755969715,0.466511357018055,0.533488642981945,5.15
"141","<60","centipede_0","Brightness hue","Total bright",421,0.658181818181818,0.341616161616162,0.487272727272727,0.512525252525253,4.95
"142","61-160","centipede_1","Brightness hue","Total bright",424,0.836184210526316,0.163815789473684,0.468640350877193,0.531359649122807,4.56
"143","161-250","centipede_2","Brightness hue","Total bright",427,0.893693263258481,0.106306736741519,0.486144290492117,0.513855709507883,4.19
"144",">251","centipede_3","Brightness hue","Total bright",430,0.84192439862543,0.15807560137457,0.510524054982818,0.489475945017182,4.66
"145","<60","cereal-box_0","Brightness hue","Total bright",433,0.689922480620155,0.310077519379845,0.548783747661053,0.451216252338947,3.74
"146","61-160","cereal-box_1","Brightness hue","Total bright",436,0.76102646351243,0.23897353648757,0.469125902165196,0.530874097834804,3.74
"147","161-250","cereal-box_2","Brightness hue","Total bright",439,0.850307404437316,0.149692595562684,0.519914461373964,0.480085538626036,3.74
"148",">251","cereal-box_3","Brightness hue","Total bright",442,0.789895749799519,0.210104250200481,0.452285485164395,0.547714514835605,3.74
"149","<60","chandelier-101_0","Brightness hue","Total bright",445,0.780233602875112,0.219586702605571,0.501527403414196,0.498292902066487,5.56
"150","61-160","chandelier-101_1","Brightness hue","Total bright",448,0.912994772218073,0.0870052277819268,0.510642270351008,0.489357729648992,5.36
"151","161-250","chandelier-101_2","Brightness hue","Total bright",451,0.927184466019418,0.0728155339805825,0.46209858103062,0.53790141896938,5.36
"152",">251","chandelier-101_3","Brightness hue","Total bright",454,0.905339805825243,0.0946601941747573,0.407953696788648,0.592046303211352,5.36
"153","<60","chess-board_0","Brightness hue","Total bright",457,0.654901960784314,0.345098039215686,0.488935574229692,0.511064425770308,7.14
"154","61-160","chess-board_1","Brightness hue","Total bright",460,0.829551820728291,0.170448179271709,0.493977591036415,0.506022408963585,7.14
"155","161-250","chess-board_2","Brightness hue","Total bright",463,0.857058650162098,0.142941349837902,0.523872679045093,0.476127320954907,6.79
"156",">251","chess-board_3","Brightness hue","Total bright",466,0.847747356221933,0.152252643778068,0.508474576271186,0.491525423728814,6.9
"157","<60","chimp_0","Brightness hue","Total bright",469,0.729274395329441,0.270725604670559,0.511259382819016,0.488740617180984,6
"158","61-160","chimp_1","Brightness hue","Total bright",472,0.798373139494635,0.201626860505365,0.533921772239529,0.466078227760471,5.78
"159","161-250","chimp_2","Brightness hue","Total bright",475,0.807026652821045,0.192973347178955,0.474039460020768,0.525960539979232,5.78
"160",">251","chimp_3","Brightness hue","Total bright",478,0.806489976214747,0.193510023785253,0.421168875297316,0.578831124702684,5.89
"161","<60","chopsticks_0","Brightness hue","Total bright",481,0.751820728291317,0.248179271708683,0.610364145658263,0.389635854341737,3.57
"162","61-160","chopsticks_1","Brightness hue","Total bright",484,0.79327731092437,0.20672268907563,0.439495798319328,0.560504201680672,3.57
"163","161-250","chopsticks_2","Brightness hue","Total bright",487,0.762478485370052,0.237521514629948,0.409638554216867,0.590361445783133,3.49
"164",">251","chopsticks_3","Brightness hue","Total bright",490,0.779271708683473,0.220728291316527,0.366386554621849,0.633613445378151,3.57
"165","<60","clutter_0","Brightness hue","Total bright",493,0.806951665131755,0.19304536407118,0.481191883782419,0.518805145420516,336.61
"166","61-160","clutter_1","Brightness hue","Total bright",496,0.835833264518869,0.164166735481131,0.503052413028348,0.496947586971652,339.08
"167","161-250","clutter_2","Brightness hue","Total bright",499,0.903501568107601,0.0964984318923987,0.528802971958447,0.471197028041553,309.29
"168",">251","clutter_3","Brightness hue","Total bright",502,0.890917941724654,0.109082058275346,0.452089689088939,0.547910310911061,299.93
"169","<60","cockroach_0","Brightness hue","Total bright",505,0.733149750852347,0.266063467086284,0.513899816417519,0.485313401521112,7.62
"170","61-160","cockroach_1","Brightness hue","Total bright",508,0.870056497175141,0.129943502824859,0.440388236998407,0.559611763001594,6.9
"171","161-250","cockroach_2","Brightness hue","Total bright",511,0.878108314263921,0.121891685736079,0.451106025934401,0.548893974065599,6.55
"172",">251","cockroach_3","Brightness hue","Total bright",514,0.80546218487395,0.19453781512605,0.48249299719888,0.51750700280112,7.14
"173","<60","coffee-mug_0","Brightness hue","Total bright",517,0.695535952953756,0.304464047046244,0.466987436514301,0.533012563485699,3.74
"174","61-160","coffee-mug_1","Brightness hue","Total bright",520,0.827051590483828,0.172948409516172,0.486768243785084,0.513231756214916,3.74
"175","161-250","coffee-mug_2","Brightness hue","Total bright",523,0.847901630580059,0.152098369419941,0.514033680834002,0.485966319165998,3.74
"176",">251","coffee-mug_3","Brightness hue","Total bright",526,0.856722801390003,0.143277198609997,0.515370221865811,0.484629778134189,3.74
"177","<60","coffin_0","Brightness hue","Total bright",529,0.710772520716386,0.289227479283614,0.514835605453087,0.485164394546913,3.74
"178","61-160","coffin_1","Brightness hue","Total bright",532,0.882919005613472,0.117080994386528,0.522320235231222,0.477679764768778,3.74
"179","161-250","coffin_2","Brightness hue","Total bright",535,0.896551724137931,0.103448275862069,0.440791232290831,0.559208767709169,3.74
"180",">251","coffin_3","Brightness hue","Total bright",538,0.878107457898957,0.121892542101043,0.455493183640738,0.544506816359262,3.74
"181","<60","coin_0","Brightness hue","Total bright",541,0.663344262295082,0.336262295081967,0.515803278688525,0.483803278688525,7.62
"182","61-160","coin_1","Brightness hue","Total bright",544,0.81869918699187,0.18130081300813,0.481165311653117,0.518834688346884,7.38
"183","161-250","coin_2","Brightness hue","Total bright",547,0.871794871794872,0.128205128205128,0.496866096866097,0.503133903133903,7.02
"184",">251","coin_3","Brightness hue","Total bright",550,0.823391651742664,0.176608348257336,0.450061992009919,0.549938007990081,7.26
"185","<60","comet_0","Brightness hue","Total bright",553,0.83253657829929,0.139939156888309,0.52440967695205,0.44806605823555,6.71
"186","61-160","comet_1","Brightness hue","Total bright",556,0.855639441775337,0.144360558224663,0.417753374513841,0.582246625486159,4.37
"187","161-250","comet_2","Brightness hue","Total bright",559,0.816326530612245,0.183673469387755,0.447296444350936,0.552703555649064,4.75
"188",">251","comet_3","Brightness hue","Total bright",562,0.859393939393939,0.140606060606061,0.459191919191919,0.540808080808081,4.95
"189","<60","computer-keyboard_0","Brightness hue","Total bright",565,0.663798049340218,0.336201950659782,0.517211703958692,0.482788296041308,3.49
"190","61-160","computer-keyboard_1","Brightness hue","Total bright",568,0.836796145739235,0.163203854260765,0.443239987955435,0.556760012044565,3.32
"191","161-250","computer-keyboard_2","Brightness hue","Total bright",571,0.85083189902467,0.14916810097533,0.475903614457831,0.524096385542169,3.49
"192",">251","computer-keyboard_3","Brightness hue","Total bright",574,0.860123420511314,0.139876579488686,0.492212753452836,0.507787246547164,3.4
"193","<60","computer-monitor_0","Brightness hue","Total bright",577,0.737797825584085,0.262202174415915,0.508674531575295,0.491325468424705,8.65
"194","61-160","computer-monitor_1","Brightness hue","Total bright",580,0.831510594668489,0.168489405331511,0.553087263613579,0.446912736386421,8.78
"195","161-250","computer-monitor_2","Brightness hue","Total bright",583,0.794471431876012,0.205528568123988,0.465533194540828,0.534466805459172,8.65
"196",">251","computer-monitor_3","Brightness hue","Total bright",586,0.820574162679426,0.179425837320574,0.435748462064252,0.564251537935748,8.78
"197","<60","computer-mouse_0","Brightness hue","Total bright",589,0.83356708742403,0.16643291257597,0.602150537634409,0.397849462365591,4.28
"198","61-160","computer-mouse_1","Brightness hue","Total bright",592,0.871882864333105,0.128117135666895,0.512468542667582,0.487531457332418,4.37
"199","161-250","computer-mouse_2","Brightness hue","Total bright",595,0.862876254180602,0.137123745819398,0.444099378881988,0.555900621118012,4.19
"200",">251","computer-mouse_3","Brightness hue","Total bright",598,0.884525479195886,0.115474520804114,0.43080878915381,0.56919121084619,4.28
"201","<60","conch_0","Brightness hue","Total bright",601,0.721413317802369,0.278586682197632,0.507862550960978,0.492137449039022,5.15
"202","61-160","conch_1","Brightness hue","Total bright",604,0.892061679040548,0.107938320959452,0.547115933752142,0.452884066247858,5.25
"203","161-250","conch_2","Brightness hue","Total bright",607,0.894653465346535,0.105346534653465,0.469306930693069,0.530693069306931,5.05
"204",">251","conch_3","Brightness hue","Total bright",610,0.848573092603378,0.151426907396622,0.405940594059406,0.594059405940594,5.15
"205","<60","cormorant_0","Brightness hue","Total bright",613,0.765636232925953,0.234363767074047,0.468907260963336,0.531092739036664,5.56
"206","61-160","cormorant_1","Brightness hue","Total bright",616,0.833572969086988,0.166427030913012,0.480050323508267,0.519949676491733,5.56
"207","161-250","cormorant_2","Brightness hue","Total bright",619,0.839863407620417,0.160136592379583,0.537383177570093,0.462616822429907,5.56
"208",">251","cormorant_3","Brightness hue","Total bright",622,0.818296189791517,0.181703810208483,0.453271028037383,0.546728971962617,5.56
"209","<60","covered-wagon_0","Brightness hue","Total bright",625,0.621348797250859,0.378651202749141,0.447594501718213,0.552405498281787,4.66
"210","61-160","covered-wagon_1","Brightness hue","Total bright",628,0.793201754385965,0.206798245614035,0.537280701754386,0.462719298245614,4.56
"211","161-250","covered-wagon_2","Brightness hue","Total bright",631,0.807838745800672,0.192161254199328,0.543784994400896,0.456215005599104,4.46
"212",">251","covered-wagon_3","Brightness hue","Total bright",634,0.761926091825308,0.238073908174692,0.447032474804031,0.552967525195969,4.46
"213","<60","cowboy-hat_0","Brightness hue","Total bright",637,0.671324328520416,0.328675671479584,0.471665890389691,0.528334109610309,6.44
"214","61-160","cowboy-hat_1","Brightness hue","Total bright",640,0.848781245148269,0.151218754851731,0.498835584536563,0.501164415463437,6.44
"215","161-250","cowboy-hat_2","Brightness hue","Total bright",643,0.879582806573957,0.120417193426043,0.494943109987358,0.505056890012642,6.33
"216",">251","cowboy-hat_3","Brightness hue","Total bright",646,0.87967706877814,0.12032293122186,0.536873156342183,0.463126843657817,6.44
"217","<60","crab-101_0","Brightness hue","Total bright",649,0.790756302521008,0.208403361344538,0.525490196078431,0.473669467787115,3.57
"218","61-160","crab-101_1","Brightness hue","Total bright",652,0.91478470340259,0.0852152965974104,0.508280638361939,0.491719361638061,3.32
"219","161-250","crab-101_2","Brightness hue","Total bright",655,0.912627354121642,0.0873726458783575,0.445679012345679,0.554320987654321,3.24
