"","HSV hue","Img. cat.","Num","Den","Ref.","RL|NL","RL|NS","RL|DL","RL|DS","n (x1000)"
"32",">251","Courbet_3","Pixels hue","Total pixels",95,0.945061367621274,0.0549386323787259,0.583138173302108,0.416861826697892,1.71
"33","<60","da Vinci_0","Pixels hue","Total pixels",98,0.529018080111877,0.468884227349915,0.401119216548416,0.596782252423304,9.99
"34","61-160","da Vinci_1","Pixels hue","Total pixels",101,0.943360752056404,0.0566392479435958,0.614733873810363,0.385266126189637,8.52
"35","161-250","da Vinci_2","Pixels hue","Total pixels",104,0.951092611862643,0.0489073881373569,0.580360235538621,0.419639764461379,5.78
"36",">251","da Vinci_3","Pixels hue","Total pixels",107,0.948587308939324,0.0514126910606762,0.56317981948623,0.43682018051377,8.65
"37","<60","Dali_0","Pixels hue","Total pixels",110,0.793927853591452,0.206072146408548,0.490349946977731,0.509650053022269,9.45
"38","61-160","Dali_1","Pixels hue","Total pixels",113,0.951962755263993,0.0480372447360068,0.502651113467656,0.497348886532344,9.45
"39","161-250","Dali_2","Pixels hue","Total pixels",116,0.957233754041932,0.0427662459580682,0.511185448463308,0.488814551536693,9.59
"40",">251","Dali_3","Pixels hue","Total pixels",119,0.902095714732562,0.0979042852674382,0.506794898599205,0.493205101400795,9.59
"41","<60","Degas_0","Pixels hue","Total pixels",122,0.712959613735475,0.287040386264524,0.489208457642688,0.510791542357312,246.05
"42","61-160","Degas_1","Pixels hue","Total pixels",125,0.924110483426664,0.0758895165733363,0.497833308665121,0.502166691334879,243.25
"43","161-250","Degas_2","Pixels hue","Total pixels",128,0.939246701193228,0.0607532988067726,0.518189589041096,0.481810410958904,228.15
"44",">251","Degas_3","Pixels hue","Total pixels",131,0.913965623962386,0.0860343760376144,0.528639833392094,0.471360166607906,243.95
"45","<60","Delacroix_0","Pixels hue","Total pixels",134,0.623655913978495,0.376344086021505,0.452586206896552,0.547413793103448,0.46
"46","61-160","Delacroix_1","Pixels hue","Total pixels",137,0.879569892473118,0.120430107526882,0.484913793103448,0.515086206896552,0.46
"47","161-250","Delacroix_2","Pixels hue","Total pixels",140,0.888172043010753,0.111827956989247,0.497844827586207,0.502155172413793,0.46
"48",">251","Delacroix_3","Pixels hue","Total pixels",143,0.911827956989247,0.0881720430107527,0.549568965517241,0.450431034482759,0.46
"49","<60","Durer_0","Pixels hue","Total pixels",146,0.39876079609463,0.0635185880585805,0.366486344340509,0.0955708328637439,24.62
"50","61-160","Durer_1","Pixels hue","Total pixels",149,0.919278996865204,0.0807210031347962,0.399895178197065,0.600104821802935,3.83
"51","161-250","Durer_2","Pixels hue","Total pixels",152,0.932584269662921,0.0674157303370786,0.638095238095238,0.361904761904762,0.63
"52",">251","Durer_3","Pixels hue","Total pixels",155,0.915516289342904,0.0844837106570955,0.577449370552819,0.422550629447181,1.83
"53","<60","Gauguin_0","Pixels hue","Total pixels",158,0.836137330152474,0.163841925111503,0.500966916886736,0.499012289201722,48.2
"54","61-160","Gauguin_1","Pixels hue","Total pixels",161,0.890552249712914,0.109447750287086,0.492057512400326,0.507942487599674,47.9
"55","161-250","Gauguin_2","Pixels hue","Total pixels",164,0.899523518097569,0.10047648190243,0.501172191669771,0.498827808330229,45.75
"56",">251","Gauguin_3","Pixels hue","Total pixels",167,0.920953549369659,0.079046450630341,0.537368811618785,0.462631188381215,47.28
"57","<60","Goya_0","Pixels hue","Total pixels",170,0.549580331278318,0.355765183589591,0.301481151235944,0.603829197007975,36.57
"58","61-160","Goya_1","Pixels hue","Total pixels",173,0.906690942193901,0.0933090578060992,0.505009107468124,0.494990892531876,17.58
"59","161-250","Goya_2","Pixels hue","Total pixels",176,0.924111254374655,0.0758887456253454,0.498495178428843,0.501504821571157,16.29
"60",">251","Goya_3","Pixels hue","Total pixels",179,0.897124784358827,0.102875215641173,0.571001150747986,0.428998849252014,17.39
"61","<60","Greco_0","Pixels hue","Total pixels",182,0.814220796578455,0.185779203421545,0.498389694041868,0.501610305958132,3.74
"62","61-160","Greco_1","Pixels hue","Total pixels",185,0.940374331550802,0.0596256684491979,0.448470209339774,0.551529790660225,3.74
"63","161-250","Greco_2","Pixels hue","Total pixels",188,0.933242134062927,0.0667578659370725,0.440934065934066,0.559065934065934,3.65
"64",">251","Greco_3","Pixels hue","Total pixels",191,0.941192194600374,0.0588078053996258,0.543478260869565,0.456521739130435,3.74
"65","<60","Kahlo_0","Pixels hue","Total pixels",194,0.839075630252101,0.160924369747899,0.505370184734355,0.494629815265645,7.14
"66","61-160","Kahlo_1","Pixels hue","Total pixels",197,0.97156464490825,0.0284353550917495,0.50923671774309,0.49076328225691,7.14
"67","161-250","Kahlo_2","Pixels hue","Total pixels",200,0.987181313203247,0.0128186867967526,0.472833211944647,0.527166788055353,7.02
"68",">251","Kahlo_3","Pixels hue","Total pixels",203,0.957843137254902,0.042156862745098,0.483889445796935,0.516110554203065,7.14
"69","<60","Kandinskiy_0","Pixels hue","Total pixels",206,0.763322884012539,0.236677115987461,0.480387029288703,0.519612970711297,3.83
"70","61-160","Kandinskiy_1","Pixels hue","Total pixels",209,0.869905956112853,0.130094043887147,0.523012552301255,0.476987447698745,3.83
"71","161-250","Kandinskiy_2","Pixels hue","Total pixels",212,0.907784743991641,0.0922152560083595,0.584205020920502,0.415794979079498,3.83
"72",">251","Kandinskiy_3","Pixels hue","Total pixels",215,0.878787878787879,0.121212121212121,0.484571129707113,0.515428870292887,3.83
"73","<60","Klee_0","Pixels hue","Total pixels",218,0.740755489816816,0.258903174422574,0.453727433225127,0.545930861666382,17.57
"74","61-160","Klee_1","Pixels hue","Total pixels",221,0.93232044198895,0.0676795580110497,0.53589034507635,0.46410965492365,16.65
"75","161-250","Klee_2","Pixels hue","Total pixels",224,0.955339939443986,0.0446600605560143,0.547358269614934,0.452641730385066,14.54
"76",">251","Klee_3","Pixels hue","Total pixels",227,0.943670429978381,0.056329570021619,0.506252254418661,0.493747745581339,16.65
"77","<60","Klimt_0","Pixels hue","Total pixels",230,0.730434782608696,0.262818590704648,0.488326555204097,0.504895315559572,6.62
"78","61-160","Klimt_1","Pixels hue","Total pixels",233,0.907875457875458,0.0921245421245421,0.481304107570455,0.518695892429545,5.46
"79","161-250","Klimt_2","Pixels hue","Total pixels",236,0.915151515151515,0.0848484848484849,0.490355329949239,0.509644670050761,4.95
"80",">251","Klimt_3","Pixels hue","Total pixels",239,0.916363636363636,0.0836363636363636,0.531370558375635,0.468629441624365,4.95
"81","<60","Lautrec_0","Pixels hue","Total pixels",242,0.625,0.375,0.439258114374034,0.560741885625966,3.24
"82","61-160","Lautrec_1","Pixels hue","Total pixels",245,0.883641975308642,0.116358024691358,0.593199381761978,0.406800618238022,3.24
"83","161-250","Lautrec_2","Pixels hue","Total pixels",248,0.906759906759907,0.0932400932400932,0.552517505835278,0.447482494164722,3
"84",">251","Lautrec_3","Pixels hue","Total pixels",251,0.839814814814815,0.160185185185185,0.422565687789799,0.577434312210201,3.24
"85","<60","Magritte_0","Pixels hue","Total pixels",254,0.918833727344366,0.0811662726556344,0.454736364152336,0.545263635847664,17.77
"86","61-160","Magritte_1","Pixels hue","Total pixels",257,0.976389600045514,0.023610399954486,0.493718088463083,0.506281911536917,17.58
"87","161-250","Magritte_2","Pixels hue","Total pixels",260,0.975664266203129,0.0243357337968711,0.539680551205763,0.460319448794237,16.11
"88",">251","Magritte_3","Pixels hue","Total pixels",263,0.979054164621175,0.0209458353788251,0.520954790452095,0.479045209547905,18.34
"89","<60","Malevich_0","Pixels hue","Total pixels",266,0.752507936507936,0.247492063492063,0.490978398983482,0.509021601016518,7.88
"90","61-160","Malevich_1","Pixels hue","Total pixels",269,0.904253968253968,0.0957460317460317,0.544218551461245,0.455781448538755,7.88
"91","161-250","Malevich_2","Pixels hue","Total pixels",272,0.911123154044167,0.0888768459558325,0.488204989154013,0.511795010845987,7.38
"92",">251","Malevich_3","Pixels hue","Total pixels",275,0.903868852459016,0.0961311475409836,0.534969164151686,0.465030835848314,7.63
"93","<60","Manet_0","Pixels hue","Total pixels",278,0.903870162297129,0.0961298377028714,0.446441947565543,0.553558052434457,4
"94","61-160","Manet_1","Pixels hue","Total pixels",281,0.978804902962206,0.0211950970377937,0.504341164453524,0.495658835546476,3.92
"95","161-250","Manet_2","Pixels hue","Total pixels",284,0.976029962546817,0.0239700374531835,0.503370786516854,0.496629213483146,4
"96",">251","Manet_3","Pixels hue","Total pixels",287,0.95605493133583,0.0439450686641698,0.527590511860175,0.472409488139825,4
"97","<60","Matisse_0","Pixels hue","Total pixels",290,0.905376344086022,0.0946236559139785,0.496976392603791,0.503023607396209,17.2
"98","61-160","Matisse_1","Pixels hue","Total pixels",293,0.943853530950305,0.0561464690496949,0.475345970461682,0.524654029538318,17.2
"99","161-250","Matisse_2","Pixels hue","Total pixels",296,0.966811973263586,0.0331880267364138,0.493545761135016,0.506454238864984,17.2
"100",">251","Matisse_3","Pixels hue","Total pixels",299,0.960644111149866,0.0393558888501337,0.513955111059426,0.486044888940575,17.2
"101","<60","Michelangelo_0","Pixels hue","Total pixels",302,0.556122448979592,0.443877551020408,0.419382504288165,0.580617495711835,1.18
"102","61-160","Michelangelo_1","Pixels hue","Total pixels",305,0.790816326530612,0.209183673469388,0.370497427101201,0.629502572898799,1.18
"103","161-250","Michelangelo_2","Pixels hue","Total pixels",308,0.915816326530612,0.0841836734693878,0.701543739279588,0.298456260720412,1.18
"104",">251","Michelangelo_3","Pixels hue","Total pixels",311,0.885204081632653,0.114795918367347,0.671526586620926,0.328473413379074,1.18
"105","<60","Miro_0","Pixels hue","Total pixels",314,0.850320326150262,0.149679673849738,0.477652545666537,0.522347454333463,5.15
"106","61-160","Miro_1","Pixels hue","Total pixels",317,0.93108134342846,0.0689186565715395,0.492032646715896,0.507967353284104,5.15
"107","161-250","Miro_2","Pixels hue","Total pixels",320,0.944421988682296,0.0555780113177041,0.504550050556117,0.495449949443883,4.95
"108",">251","Miro_3","Pixels hue","Total pixels",323,0.929126213592233,0.070873786407767,0.54139137193937,0.45860862806063,5.15
"109","<60","Modigliani_0","Pixels hue","Total pixels",326,0.875485751295337,0.124460276338515,0.46877710320902,0.53116869037294,18.53
"110","61-160","Modigliani_1","Pixels hue","Total pixels",329,0.969750988802852,0.0302490111971478,0.545612170703059,0.454387829296941,17.95
"111","161-250","Modigliani_2","Pixels hue","Total pixels",332,0.973837744887306,0.0261622551126942,0.549075215782984,0.450924784217016,16.29
"112",">251","Modigliani_3","Pixels hue","Total pixels",335,0.963624338624339,0.0363756613756614,0.47202390835132,0.52797609164868,18.14
"113","<60","Mondrian_0","Pixels hue","Total pixels",338,0.874641422834194,0.125358577165806,0.418343875790684,0.581656124209316,3.49
"114","61-160","Mondrian_1","Pixels hue","Total pixels",341,0.944460769908904,0.0555392300910961,0.474226804123711,0.525773195876289,3.4
"115","161-250","Mondrian_2","Pixels hue","Total pixels",344,0.951506024096385,0.0484939759036145,0.547238152731663,0.452761847268337,3.32
"116",">251","Mondrian_3","Pixels hue","Total pixels",347,0.943579194828093,0.0564208051719071,0.600883652430044,0.399116347569956,3.4
"117","<60","Monet_0","Pixels hue","Total pixels",350,0.801369863013699,0.198630136986301,0.499237223493516,0.500762776506484,2.63
"118","61-160","Monet_1","Pixels hue","Total pixels",353,0.792998477929985,0.207001522070015,0.46186117467582,0.53813882532418,2.63
"119","161-250","Monet_2","Pixels hue","Total pixels",356,0.780441400304414,0.219558599695586,0.506483600305111,0.493516399694889,2.63
"120",">251","Monet_3","Pixels hue","Total pixels",359,0.877473363774734,0.122526636225266,0.530511060259344,0.469488939740656,2.63
"121","<60","Munch_0","Pixels hue","Total pixels",362,0.695612844866576,0.304387155133424,0.42779538252603,0.57220461747397,2.21
"122","61-160","Munch_1","Pixels hue","Total pixels",365,0.908186341022162,0.0918136589778381,0.546401086464463,0.453598913535536,2.21
"123","161-250","Munch_2","Pixels hue","Total pixels",368,0.898688376300317,0.101311623699683,0.587596197374378,0.412403802625622,2.21
"124",">251","Munch_3","Pixels hue","Total pixels",371,0.889190411578471,0.110809588421529,0.531462200090539,0.468537799909461,2.21
"125","<60","Picasso_0","Pixels hue","Total pixels",374,0.753767903391893,0.244640683995382,0.512925920529526,0.485481755926982,95.99
"126","61-160","Picasso_1","Pixels hue","Total pixels",377,0.8774681009593,0.1225318990407,0.486989843458815,0.513010156541185,85.91
"127","161-250","Picasso_2","Pixels hue","Total pixels",380,0.904576385642304,0.0954236143576957,0.495213104532287,0.504786895467713,77.03
"128",">251","Picasso_3","Pixels hue","Total pixels",383,0.899068576085691,0.100931423914309,0.470694434738044,0.529305565261956,85.91
"129","<60","Pissarro_0","Pixels hue","Total pixels",386,0.802197802197802,0.197802197802198,0.454032851189017,0.545967148810983,4.09
"130","61-160","Pissarro_1","Pixels hue","Total pixels",389,0.864713064713065,0.135286935286935,0.535180191223339,0.464819808776661,4.09
"131","161-250","Pissarro_2","Pixels hue","Total pixels",392,0.905494505494505,0.0945054945054945,0.523902917381711,0.476097082618289,4.09
"132",">251","Pissarro_3","Pixels hue","Total pixels",395,0.918192918192918,0.0818070818070818,0.510664378524148,0.489335621475852,4.09
"133","<60","Pollock_0","Pixels hue","Total pixels",398,0.88768115942029,0.11231884057971,0.492753623188406,0.507246376811594,0.28
"134","61-160","Pollock_1","Pixels hue","Total pixels",401,0.945652173913043,0.0543478260869565,0.503623188405797,0.496376811594203,0.28
"135","161-250","Pollock_2","Pixels hue","Total pixels",404,0.971014492753623,0.0289855072463768,0.496376811594203,0.503623188405797,0.28
"136",">251","Pollock_3","Pixels hue","Total pixels",407,0.905797101449275,0.0942028985507247,0.416666666666667,0.583333333333333,0.28
"137","<60","Raphael_0","Pixels hue","Total pixels",410,0.880543755310111,0.11945624468989,0.528376068376068,0.471623931623932,5.89
"138","61-160","Raphael_1","Pixels hue","Total pixels",413,0.951240231056745,0.0487597689432552,0.434700854700855,0.565299145299145,5.89
"139","161-250","Raphael_2","Pixels hue","Total pixels",416,0.95565749235474,0.0443425076452599,0.495726495726496,0.504273504273504,5.89
"140",">251","Raphael_3","Pixels hue","Total pixels",419,0.961603805640503,0.0383961943594971,0.507008547008547,0.492991452991453,5.89
"141","<60","Rembrandt_0","Pixels hue","Total pixels",422,0.759088649059694,0.240911350940306,0.503829562461484,0.496170437538516,34.19
"142","61-160","Rembrandt_1","Pixels hue","Total pixels",425,0.939535980660947,0.0604640193390525,0.496111423248662,0.503888576751338,33.93
"143","161-250","Rembrandt_2","Pixels hue","Total pixels",428,0.954292402100335,0.0457075978996647,0.494892131979695,0.505107868020305,31.63
"144",">251","Rembrandt_3","Pixels hue","Total pixels",431,0.937525592278444,0.062474407721556,0.482055345247528,0.517944654752472,34.19
"145","<60","Renoir_0","Pixels hue","Total pixels",434,0.71092750533049,0.28907249466951,0.421671969710436,0.578328030289564,56.28
"146","61-160","Renoir_1","Pixels hue","Total pixels",437,0.917611940298507,0.0823880597014925,0.593068500588182,0.406931499411818,55.28
"147","161-250","Renoir_2","Pixels hue","Total pixels",440,0.934370460973932,0.0656295390260683,0.606485287650804,0.393514712349196,52.33
"148",">251","Renoir_3","Pixels hue","Total pixels",443,0.913037223520949,0.0869627764790505,0.488036986399942,0.511963013600058,55.61
"149","<60","Rivera_0","Pixels hue","Total pixels",446,0.764389233954451,0.235610766045549,0.461410095953275,0.538589904046725,2.42
"150","61-160","Rivera_1","Pixels hue","Total pixels",449,0.963960231980116,0.036039768019884,0.551939924906133,0.448060075093867,2.42
"151","161-250","Rivera_2","Pixels hue","Total pixels",452,0.975266524520256,0.0247334754797441,0.531558608844998,0.468441391155002,2.35
"152",">251","Rivera_3","Pixels hue","Total pixels",455,0.958592132505176,0.041407867494824,0.501460158531498,0.498539841468502,2.42
"153","<60","Rousseau_0","Pixels hue","Total pixels",458,0.938302277432712,0.0616977225672878,0.439299123904881,0.560700876095119,2.42
"154","61-160","Rousseau_1","Pixels hue","Total pixels",461,0.961490683229814,0.0385093167701863,0.539007092198582,0.460992907801418,2.42
"155","161-250","Rousseau_2","Pixels hue","Total pixels",464,0.973572037510656,0.0264279624893436,0.493127147766323,0.506872852233677,2.35
"156",">251","Rousseau_3","Pixels hue","Total pixels",467,0.983022774327122,0.0169772256728778,0.471005423445974,0.528994576554026,2.42
"157","<60","Rubens_0","Pixels hue","Total pixels",470,0.676089159067882,0.323910840932118,0.475070936359951,0.524929063640049,9.87
"158","61-160","Rubens_1","Pixels hue","Total pixels",473,0.936079249217936,0.0639207507820646,0.474814892063823,0.525185107936177,9.59
"159","161-250","Rubens_2","Pixels hue","Total pixels",476,0.938703429417796,0.0612965705822035,0.512762078395624,0.487237921604376,8.78
"160",">251","Rubens_3","Pixels hue","Total pixels",479,0.925590955806783,0.0744090441932169,0.570723684210526,0.429276315789474,9.73
"161","<60","Rublev_0","Pixels hue","Total pixels",482,0.671201814058957,0.328798185941043,0.392916321458161,0.607083678541839,4.85
"162","61-160","Rublev_1","Pixels hue","Total pixels",485,0.93287037037037,0.0671296296296296,0.585200845665962,0.414799154334038,4.75
"163","161-250","Rublev_2","Pixels hue","Total pixels",488,0.9498320268757,0.0501679731243001,0.607834308869879,0.392165691130122,4.46
"164",">251","Rublev_3","Pixels hue","Total pixels",491,0.927835051546392,0.0721649484536082,0.519450317124736,0.480549682875264,4.75
"165","<60","Seurat_0","Pixels hue","Total pixels",494,0.888150609080842,0.111849390919158,0.417420814479638,0.582579185520362,0.9
"166","61-160","Seurat_1","Pixels hue","Total pixels",497,0.945736434108527,0.0542635658914729,0.610859728506787,0.389140271493213,0.9
"167","161-250","Seurat_2","Pixels hue","Total pixels",500,0.983739837398374,0.016260162601626,0.585510688836104,0.414489311163895,0.86
"168",">251","Seurat_3","Pixels hue","Total pixels",503,0.967849223946785,0.0321507760532151,0.45814479638009,0.541855203619909,0.9
"169","<60","Sisley_0","Pixels hue","Total pixels",506,0.738050342701505,0.261949657298495,0.461174355901738,0.538825644098262,33.41
"170","61-160","Sisley_1","Pixels hue","Total pixels",509,0.789521310288662,0.210478689711338,0.487259223476843,0.512740776523157,33.15
"171","161-250","Sisley_2","Pixels hue","Total pixels",512,0.818658944891865,0.181341055108135,0.558360002415313,0.441639997584687,33.15
"172",">251","Sisley_3","Pixels hue","Total pixels",515,0.862266598292661,0.137733401707339,0.482579554374736,0.517420445625264,33.15
"173","<60","Titian_0","Pixels hue","Total pixels",518,0.759333024548402,0.240666975451598,0.487590518041716,0.512409481958284,32.38
"174","61-160","Titian_1","Pixels hue","Total pixels",521,0.950544662309368,0.0494553376906318,0.436650031191516,0.563349968808484,32.13
"175","161-250","Titian_2","Pixels hue","Total pixels",524,0.955566265060241,0.044433734939759,0.480711019514394,0.519288980485606,31.12
"176",">251","Titian_3","Pixels hue","Total pixels",527,0.948521630874572,0.0514783691254279,0.549251403618216,0.450748596381784,32.13
"177","<60","Turner_0","Pixels hue","Total pixels",530,0.593473193473193,0.406526806526807,0.453950444132772,0.546049555867228,2.15
"178","61-160","Turner_1","Pixels hue","Total pixels",533,0.886247086247086,0.113752913752914,0.528284244974287,0.471715755025713,2.15
"179","161-250","Turner_2","Pixels hue","Total pixels",536,0.921212121212121,0.0787878787878788,0.578307620383357,0.421692379616643,2.15
"180",">251","Turner_3","Pixels hue","Total pixels",539,0.909615384615385,0.0903846153846154,0.470843373493976,0.529156626506024,2.08
"181","<60","van Eyck_0","Pixels hue","Total pixels",542,0.791358024691358,0.208641975308642,0.530833591571119,0.469166408428881,3.24
"182","61-160","van Eyck_1","Pixels hue","Total pixels",545,0.948765432098765,0.0512345679012346,0.491168267740936,0.508831732259064,3.24
"183","161-250","van Eyck_2","Pixels hue","Total pixels",548,0.935126582278481,0.064873417721519,0.449174078780178,0.550825921219822,3.16
"184",">251","van Eyck_3","Pixels hue","Total pixels",551,0.915432098765432,0.0845679012345679,0.517508521846917,0.482491478153083,3.24
"185","<60","van Gogh_0","Pixels hue","Total pixels",554,0.790504510017758,0.209479798415675,0.436991790025917,0.562992487074466,382.37
"186","61-160","van Gogh_1","Pixels hue","Total pixels",557,0.906959030208738,0.0930409697912615,0.536395252851943,0.463604747148057,370.23
"187","161-250","van Gogh_2","Pixels hue","Total pixels",560,0.94307252404471,0.0569274759552898,0.574055555734189,0.425944444265811,311.65
"188",">251","van Gogh_3","Pixels hue","Total pixels",563,0.943717985243414,0.0562762004988633,0.532995855311638,0.466998319406054,344.03
"189","<60","Velasquez_0","Pixels hue","Total pixels",566,0.821321321321321,0.178678678678679,0.562406015037594,0.437593984962406,0.67
"190","61-160","Velasquez_1","Pixels hue","Total pixels",569,0.965465465465465,0.0345345345345345,0.406015037593985,0.593984962406015,0.67
"191","161-250","Velasquez_2","Pixels hue","Total pixels",572,0.968468468468468,0.0315315315315315,0.359398496240602,0.640601503759399,0.67
"192",">251","Velasquez_3","Pixels hue","Total pixels",575,0.93993993993994,0.0600600600600601,0.481203007518797,0.518796992481203,0.67
"193","<60","Vrubel_0","Pixels hue","Total pixels",578,0.771623202367027,0.217986651069979,0.451766491857577,0.537813966326249,14.38
"194","61-160","Vrubel_1","Pixels hue","Total pixels",581,0.950675381263617,0.0493246187363834,0.533123579793742,0.466876420206258,11.48
"195","161-250","Vrubel_2","Pixels hue","Total pixels",584,0.964946546052632,0.0350534539473684,0.57639175257732,0.42360824742268,9.73
"196",">251","Vrubel_3","Pixels hue","Total pixels",587,0.946661893681761,0.0533381063182388,0.523557390289868,0.476442609710132,11.18
"197","<60","Warhol_0","Pixels hue","Total pixels",590,0.81890730509515,0.180724370779619,0.548040299791129,0.4515911045583,16.28
"198","61-160","Warhol_1","Pixels hue","Total pixels",593,0.890593900481541,0.109406099518459,0.505589822667695,0.494410177332305,15.58
"199","161-250","Warhol_2","Pixels hue","Total pixels",596,0.886428571428571,0.113571428571429,0.465752534442423,0.534247465557577,15.4
"200",">251","Warhol_3","Pixels hue","Total pixels",599,0.850324675324675,0.149675324675325,0.508253184299454,0.491746815700546,15.4
