"","HSV hue","Img. cat.","Num","Den","Ref.","RL|NL","RL|NS","RL|DL","RL|DS","n (x1000)"
"172",">251","cockroach_3","Saturation hue","Total saturation",516,0.796218487394958,0.203781512605042,0.456022408963585,0.543977591036415,7.14
"173","<60","coffee-mug_0","Saturation hue","Total saturation",519,0.721732157177225,0.278267842822775,0.511895215183106,0.488104784816894,3.74
"174","61-160","coffee-mug_1","Saturation hue","Total saturation",522,0.80112269446672,0.19887730553328,0.408714247527399,0.591285752472601,3.74
"175","161-250","coffee-mug_2","Saturation hue","Total saturation",525,0.816626570435712,0.183373429564288,0.465918203688853,0.534081796311147,3.74
"176",">251","coffee-mug_3","Saturation hue","Total saturation",528,0.78454958567228,0.21545041432772,0.469393210371558,0.530606789628442,3.74
"177","<60","coffin_0","Saturation hue","Total saturation",531,0.680299385191125,0.319700614808875,0.478481689387864,0.521518310612136,3.74
"178","61-160","coffin_1","Saturation hue","Total saturation",534,0.880513231756215,0.119486768243785,0.496925955626838,0.503074044373162,3.74
"179","161-250","coffin_2","Saturation hue","Total saturation",537,0.892007484629778,0.107992515370222,0.47928361400695,0.52071638599305,3.74
"180",">251","coffin_3","Saturation hue","Total saturation",540,0.881849772788025,0.118150227211975,0.536754878374766,0.463245121625234,3.74
"181","<60","coin_0","Saturation hue","Total saturation",543,0.70840108401084,0.29159891598916,0.527642276422764,0.472357723577236,7.38
"182","61-160","coin_1","Saturation hue","Total saturation",546,0.830216802168022,0.169783197831978,0.470189701897019,0.529810298102981,7.38
"183","161-250","coin_2","Saturation hue","Total saturation",549,0.886324786324786,0.113675213675214,0.501566951566952,0.498433048433048,7.02
"184",">251","coin_3","Saturation hue","Total saturation",552,0.835101253616201,0.164898746383799,0.44069431051109,0.55930568948891,7.26
"185","<60","comet_0","Saturation hue","Total saturation",555,0.887671821305842,0.112328178694158,0.53307560137457,0.46692439862543,4.66
"186","61-160","comet_1","Saturation hue","Total saturation",558,0.87920384351407,0.12079615648593,0.414779226721574,0.585220773278426,4.37
"187","161-250","comet_2","Saturation hue","Total saturation",561,0.843467283820745,0.156532716179255,0.490637492110246,0.509362507889754,4.75
"188",">251","comet_3","Saturation hue","Total saturation",564,0.862222222222222,0.137777777777778,0.45010101010101,0.54989898989899,4.95
"189","<60","computer-keyboard_0","Saturation hue","Total saturation",567,0.83220687628563,0.16779312371437,0.555980017631502,0.444019982368498,3.4
"190","61-160","computer-keyboard_1","Saturation hue","Total saturation",570,0.781391147244806,0.218608852755194,0.41674194519723,0.58325805480277,3.32
"191","161-250","computer-keyboard_2","Saturation hue","Total saturation",573,0.779977051061388,0.220022948938612,0.483935742971888,0.516064257028112,3.49
"192",">251","computer-keyboard_3","Saturation hue","Total saturation",576,0.802821040258595,0.197178959741405,0.500734645900676,0.499265354099324,3.4
"193","<60","computer-monitor_0","Saturation hue","Total saturation",579,0.828938237335184,0.171061762664816,0.552972472819801,0.447027527180199,8.65
"194","61-160","computer-monitor_1","Saturation hue","Total saturation",582,0.839940760993393,0.160059239006607,0.518910913647756,0.481089086352244,8.78
"195","161-250","computer-monitor_2","Saturation hue","Total saturation",585,0.758385380522785,0.241614619477215,0.474554707379135,0.525445292620865,8.65
"196",">251","computer-monitor_3","Saturation hue","Total saturation",588,0.813511050353156,0.186488949646844,0.45602642971064,0.54397357028936,8.78
"197","<60","computer-mouse_0","Saturation hue","Total saturation",591,0.838031533683708,0.161968466316292,0.510989010989011,0.489010989010989,4.19
"198","61-160","computer-mouse_1","Saturation hue","Total saturation",594,0.772820864790666,0.227179135209334,0.345458705101807,0.654541294898193,4.37
"199","161-250","computer-mouse_2","Saturation hue","Total saturation",597,0.793597706641185,0.206402293358815,0.516244624940277,0.483755375059723,4.19
"200",">251","computer-mouse_3","Saturation hue","Total saturation",600,0.838008415147265,0.161991584852735,0.510051425899953,0.489948574100047,4.28
"201","<60","conch_0","Saturation hue","Total saturation",603,0.676761793826441,0.323238206173559,0.43739079790332,0.56260920209668,5.15
"202","61-160","conch_1","Saturation hue","Total saturation",606,0.857795545402627,0.142204454597373,0.550542547115934,0.449457452884066,5.25
"203","161-250","conch_2","Saturation hue","Total saturation",609,0.885544554455446,0.114455445544554,0.525940594059406,0.474059405940594,5.05
"204",">251","conch_3","Saturation hue","Total saturation",612,0.794408852649971,0.205591147350029,0.419918462434479,0.580081537565521,5.15
"205","<60","cormorant_0","Saturation hue","Total saturation",615,0.771387491013659,0.228612508986341,0.447519769949677,0.552480230050324,5.56
"206","61-160","cormorant_1","Saturation hue","Total saturation",618,0.820812365204889,0.179187634795111,0.460280373831776,0.539719626168224,5.56
"207","161-250","cormorant_2","Saturation hue","Total saturation",621,0.846513299784328,0.153486700215672,0.519949676491733,0.480050323508267,5.56
"208",">251","cormorant_3","Saturation hue","Total saturation",624,0.821890726096334,0.178109273903666,0.42667145938174,0.57332854061826,5.56
"209","<60","covered-wagon_0","Saturation hue","Total saturation",627,0.612719298245614,0.387280701754386,0.448026315789474,0.551973684210526,4.56
"210","61-160","covered-wagon_1","Saturation hue","Total saturation",630,0.814254385964912,0.185745614035088,0.573245614035088,0.426754385964912,4.56
"211","161-250","covered-wagon_2","Saturation hue","Total saturation",633,0.807390817469205,0.192609182530795,0.516013437849944,0.483986562150056,4.46
"212",">251","covered-wagon_3","Saturation hue","Total saturation",636,0.761030235162374,0.238969764837626,0.44501679731243,0.55498320268757,4.46
"213","<60","cowboy-hat_0","Saturation hue","Total saturation",639,0.752833410961031,0.247166589038969,0.52305542617606,0.47694457382394,6.44
"214","61-160","cowboy-hat_1","Saturation hue","Total saturation",642,0.83760285669927,0.16239714330073,0.445738239403819,0.554261760596181,6.44
"215","161-250","cowboy-hat_2","Saturation hue","Total saturation",645,0.877370417193426,0.122629582806574,0.491782553729456,0.508217446270544,6.33
"216",">251","cowboy-hat_3","Saturation hue","Total saturation",648,0.872690575997516,0.127309424002484,0.429125912125446,0.570874087874554,6.44
