"","HSV hue","Img. cat.","Num","Den","Ref.","RL|NL","RL|NS","RL|DL","RL|DS","n (x1000)"
"26","61-160","basketball-hoop_1","Pixels hue","Total pixels",77,0.833893557422969,0.166106442577031,0.481190342504211,0.518809657495789,3.57
"27","161-250","basketball-hoop_2","Pixels hue","Total pixels",80,0.814285714285714,0.185714285714286,0.518248175182482,0.481751824817518,3.57
"28",">251","basketball-hoop_3","Pixels hue","Total pixels",83,0.805322128851541,0.194677871148459,0.481751824817518,0.518248175182482,3.57
"29","<60","bat_0","Pixels hue","Total pixels",86,0.756873315363881,0.243126684636119,0.542244640605296,0.457755359394704,5.57
"30","61-160","bat_1","Pixels hue","Total pixels",89,0.873973114264376,0.126026885735624,0.551291651067016,0.448708348932984,5.36
"31","161-250","bat_2","Pixels hue","Total pixels",92,0.857985912811727,0.142014087188273,0.466692116816186,0.533307883183814,5.25
"32",">251","bat_3","Pixels hue","Total pixels",95,0.834578043315907,0.165421956684093,0.427742418569824,0.572257581430176,5.36
"33","<60","bathtub_0","Pixels hue","Total pixels",98,0.739695087521175,0.260267268962921,0.508605363694822,0.491356810530696,26.56
"34","61-160","bathtub_1","Pixels hue","Total pixels",101,0.877154339593477,0.122845660406523,0.512543689320388,0.487456310679612,25.88
"35","161-250","bathtub_2","Pixels hue","Total pixels",104,0.856330583807159,0.143669416192841,0.48419147224457,0.515808527755431,24.98
"36",">251","bathtub_3","Pixels hue","Total pixels",107,0.870331354146715,0.129668645853285,0.492939320481742,0.507060679518258,26.11
"37","<60","bear_0","Pixels hue","Total pixels",110,0.677425742574257,0.322574257425743,0.465674603174603,0.534325396825397,5.05
"38","61-160","bear_1","Pixels hue","Total pixels",113,0.767524752475248,0.232475247524752,0.51765873015873,0.48234126984127,5.05
"39","161-250","bear_2","Pixels hue","Total pixels",116,0.848378955542613,0.151621044457387,0.497568566426765,0.502431433573235,5.15
"40",">251","bear_3","Pixels hue","Total pixels",119,0.829741797709183,0.170258202290817,0.507294300719704,0.492705699280296,5.15
"41","<60","beer-mug_0","Pixels hue","Total pixels",122,0.755025712949977,0.244974287050023,0.512200844673862,0.487799155326138,4.28
"42","61-160","beer-mug_1","Pixels hue","Total pixels",125,0.86980947728383,0.13019052271617,0.520470703603825,0.479529296396176,4.09
"43","161-250","beer-mug_2","Pixels hue","Total pixels",128,0.89063670411985,0.10936329588015,0.490599147656054,0.509400852343946,4
"44",">251","beer-mug_3","Pixels hue","Total pixels",131,0.869331463300608,0.130668536699392,0.456827780384796,0.543172219615204,4.28
"45","<60","billiards_0","Pixels hue","Total pixels",134,0.718775160377113,0.281224839622887,0.502730527030911,0.497269472969089,38.5
"46","61-160","billiards_1","Pixels hue","Total pixels",137,0.805282842449743,0.194717157550257,0.474092655012934,0.525907344987066,38.5
"47","161-250","billiards_2","Pixels hue","Total pixels",140,0.854313817820332,0.145686182179668,0.50944886034637,0.49055113965363,38.23
"48",">251","billiards_3","Pixels hue","Total pixels",143,0.843974025974026,0.156,0.478952731833503,0.521021138721225,38.5
"49","<60","binoculars_0","Pixels hue","Total pixels",146,0.730878552971576,0.269121447028424,0.513490066799688,0.486509933200312,23.22
"50","61-160","binoculars_1","Pixels hue","Total pixels",149,0.844745908699397,0.155254091300603,0.490674069575779,0.509325930424221,23.22
"51","161-250","binoculars_2","Pixels hue","Total pixels",152,0.855981568422883,0.144018431577117,0.529620386181532,0.470379613818468,23
"52",">251","binoculars_3","Pixels hue","Total pixels",155,0.855641688199828,0.144358311800172,0.457144096469159,0.542855903530841,23.22
"53","<60","birdbath_0","Pixels hue","Total pixels",158,0.758257942352199,0.241742057647801,0.559246720270842,0.440753279729158,4.75
"54","61-160","birdbath_1","Pixels hue","Total pixels",161,0.759879725085911,0.240120274914089,0.452149492330957,0.547850507669043,4.66
"55","161-250","birdbath_2","Pixels hue","Total pixels",164,0.826315789473684,0.173684210526316,0.484454244762955,0.515545755237045,4.56
"56",">251","birdbath_3","Pixels hue","Total pixels",167,0.82946735395189,0.17053264604811,0.523439187729531,0.476560812270469,4.66
"57","<60","blimp_0","Pixels hue","Total pixels",170,0.815868673050616,0.184131326949384,0.469410150891632,0.530589849108368,3.65
"58","61-160","blimp_1","Pixels hue","Total pixels",173,0.844234079173838,0.155765920826162,0.438056912906008,0.561943087093993,3.49
"59","161-250","blimp_2","Pixels hue","Total pixels",176,0.853740543569627,0.146259456430373,0.53061797752809,0.46938202247191,3.57
"60",">251","blimp_3","Pixels hue","Total pixels",179,0.851260504201681,0.148739495798319,0.476685393258427,0.523314606741573,3.57
"61","<60","bonsai-101_0","Pixels hue","Total pixels",182,0.928600460642189,0.0713995393578106,0.514764455431946,0.485235544568054,7.38
"62","61-160","bonsai-101_1","Pixels hue","Total pixels",185,0.934697195501965,0.0653028044980355,0.487158357368493,0.512841642631507,7.38
"63","161-250","bonsai-101_2","Pixels hue","Total pixels",188,0.972263868065967,0.027736131934033,0.466899483753416,0.533100516246584,6.67
"64",">251","bonsai-101_3","Pixels hue","Total pixels",191,0.972723515635763,0.0272764843642375,0.538751571009636,0.461248428990364,7.26
"65","<60","boom-box_0","Pixels hue","Total pixels",194,0.672527472527473,0.327472527472527,0.43423645320197,0.56576354679803,4.09
"66","61-160","boom-box_1","Pixels hue","Total pixels",197,0.803418803418803,0.196581196581197,0.461083743842365,0.538916256157635,4.09
"67","161-250","boom-box_2","Pixels hue","Total pixels",200,0.815140415140415,0.184859584859585,0.510098522167488,0.489901477832512,4.09
"68",">251","boom-box_3","Pixels hue","Total pixels",203,0.86984126984127,0.13015873015873,0.575369458128079,0.424630541871921,4.09
"69","<60","bowling-ball_0","Pixels hue","Total pixels",206,0.76773711725168,0.23226288274832,0.520880361173815,0.479119638826185,5.36
"70","61-160","bowling-ball_1","Pixels hue","Total pixels",209,0.830518345952242,0.169481654047758,0.490706319702602,0.509293680297398,5.15
"71","161-250","bowling-ball_2","Pixels hue","Total pixels",212,0.828288596992195,0.171711403007805,0.457701899098408,0.542298100901592,5.25
"72",">251","bowling-ball_3","Pixels hue","Total pixels",215,0.837235865219874,0.162764134780126,0.513140226357184,0.486859773642816,5.25
"73","<60","bowling-pin_0","Pixels hue","Total pixels",218,0.784158415841584,0.215841584158416,0.467594433399602,0.532405566600398,5.05
"74","61-160","bowling-pin_1","Pixels hue","Total pixels",221,0.875277946230038,0.124722053769962,0.517849898580122,0.482150101419878,4.95
"75","161-250","bowling-pin_2","Pixels hue","Total pixels",224,0.86020202020202,0.13979797979798,0.540973630831643,0.459026369168357,4.95
"76",">251","bowling-pin_3","Pixels hue","Total pixels",227,0.847848050111134,0.152151949888866,0.539756592292089,0.460243407707911,4.95
"77","<60","boxing-glove_0","Pixels hue","Total pixels",230,0.768554943613952,0.231445056386048,0.434937376400791,0.565062623599209,7.63
"78","61-160","boxing-glove_1","Pixels hue","Total pixels",233,0.856543404143719,0.143456595856281,0.43731048121292,0.56268951878708,7.63
"79","161-250","boxing-glove_2","Pixels hue","Total pixels",236,0.893109422897508,0.106890577102492,0.540996784565916,0.459003215434084,7.5
"80",">251","boxing-glove_3","Pixels hue","Total pixels",239,0.841530054644809,0.158469945355191,0.509380863039399,0.4906191369606,7.5
"81","<60","brain-101_0","Pixels hue","Total pixels",242,0.86866902237927,0.0830388692579505,0.439140811455847,0.511933174224344,3.23
"82","61-160","brain-101_1","Pixels hue","Total pixels",245,0.971326164874552,0.028673835125448,0.606939409632315,0.393060590367685,1.95
"83","161-250","brain-101_2","Pixels hue","Total pixels",248,0.972501322051824,0.0274986779481756,0.461497326203209,0.538502673796792,1.89
"84",">251","brain-101_3","Pixels hue","Total pixels",251,0.972718253968254,0.027281746031746,0.464894684052156,0.535105315947843,2.02
"85","<60","breadmaker_0","Pixels hue","Total pixels",254,0.756543456543457,0.243456543456543,0.521449480165539,0.478550519834461,10.01
"86","61-160","breadmaker_1","Pixels hue","Total pixels",257,0.837386018237082,0.162613981762918,0.497747286504198,0.502252713495802,9.87
"87","161-250","breadmaker_2","Pixels hue","Total pixels",260,0.856332320162107,0.143667679837893,0.473377022322343,0.526622977677657,9.87
"88",">251","breadmaker_3","Pixels hue","Total pixels",263,0.857524671052632,0.142475328947368,0.468162459748624,0.531837540251376,9.73
"89","<60","buddha-101_0","Pixels hue","Total pixels",266,0.8303264604811,0.167525773195876,0.518470511989631,0.479369194210413,4.65
"90","61-160","buddha-101_1","Pixels hue","Total pixels",269,0.943589743589744,0.0564102564102564,0.530105677070533,0.469894322929467,4.09
"91","161-250","buddha-101_2","Pixels hue","Total pixels",272,0.918467852257182,0.0815321477428181,0.40925364913247,0.59074635086753,3.65
"92",">251","buddha-101_3","Pixels hue","Total pixels",275,0.931868131868132,0.0681318681318681,0.473826492995822,0.526173507004178,4.09
"93","<60","bulldozer_0","Pixels hue","Total pixels",278,0.548048048048048,0.451951951951952,0.404993297587131,0.595006702412869,5.99
"94","61-160","bulldozer_1","Pixels hue","Total pixels",281,0.780613947280614,0.219386052719386,0.513739946380697,0.486260053619303,5.99
"95","161-250","bulldozer_2","Pixels hue","Total pixels",284,0.746413079746413,0.253586920253587,0.547419571045576,0.452580428954424,5.99
"96",">251","bulldozer_3","Pixels hue","Total pixels",287,0.800266978141165,0.199733021858835,0.532674262734584,0.467325737265416,5.99
"97","<60","butterfly_0","Pixels hue","Total pixels",290,0.706563706563707,0.293436293436293,0.484220747693802,0.515779252306198,6.22
"98","61-160","butterfly_1","Pixels hue","Total pixels",293,0.74034749034749,0.25965250965251,0.505421589253925,0.494578410746075,6.22
"99","161-250","butterfly_2","Pixels hue","Total pixels",296,0.857881567973311,0.142118432026689,0.478435979191139,0.521564020808861,6
"100",">251","butterfly_3","Pixels hue","Total pixels",299,0.844062244062244,0.155937755937756,0.528917449332674,0.471082550667326,6.11
"101","<60","cactus_0","Pixels hue","Total pixels",302,0.698028256481913,0.301971743518087,0.46586093234971,0.53413906765029,6.44
"102","61-160","cactus_1","Pixels hue","Total pixels",305,0.773482378512653,0.226517621487347,0.521268246743054,0.478731753256946,6.44
"103","161-250","cactus_2","Pixels hue","Total pixels",308,0.879403572013764,0.120596427986236,0.502236951118476,0.497763048881524,6.11
"104",">251","cactus_3","Pixels hue","Total pixels",311,0.865813181602655,0.134186818397345,0.531639501438159,0.468360498561841,6.33
"105","<60","cake_0","Pixels hue","Total pixels",314,0.675112309074573,0.324887690925427,0.484314804623005,0.515685195376995,5.57
"106","61-160","cake_1","Pixels hue","Total pixels",317,0.831985624438455,0.168014375561545,0.544303797468354,0.455696202531646,5.57
"107","161-250","cake_2","Pixels hue","Total pixels",320,0.803663003663004,0.196336996336996,0.505050505050505,0.494949494949495,5.46
"108",">251","cake_3","Pixels hue","Total pixels",323,0.813117699910153,0.186882300089847,0.473491102549991,0.526508897450009,5.57
"109","<60","calculator_0","Pixels hue","Total pixels",326,0.792727272727273,0.207272727272727,0.588943858894386,0.411056141105614,4.95
"110","61-160","calculator_1","Pixels hue","Total pixels",329,0.865050505050505,0.134949494949495,0.494514949451495,0.505485050548505,4.95
"111","161-250","calculator_2","Pixels hue","Total pixels",332,0.852929292929293,0.147070707070707,0.414712841471284,0.585287158528716,4.95
"112",">251","calculator_3","Pixels hue","Total pixels",335,0.875353535353535,0.124646464646465,0.528930952893095,0.471069047106905,4.95
"113","<60","camel_0","Pixels hue","Total pixels",338,0.610508757297748,0.389324437030859,0.474326810503429,0.525505937447734,5.99
"114","61-160","camel_1","Pixels hue","Total pixels",341,0.834890965732087,0.165109034267913,0.530892051371052,0.469107948628948,5.78
"115","161-250","camel_2","Pixels hue","Total pixels",344,0.827190971609945,0.172809028390055,0.515296198054819,0.484703801945181,5.67
"116",">251","camel_3","Pixels hue","Total pixels",347,0.760712396402751,0.239287603597249,0.408841732979664,0.591158267020336,5.67
"117","<60","cannon_0","Pixels hue","Total pixels",350,0.689130020940415,0.310869979059585,0.498159984505133,0.501840015494867,5.25
"118","61-160","cannon_1","Pixels hue","Total pixels",353,0.740529221397297,0.259470778602703,0.479953515398024,0.520046484601976,5.25
"119","161-250","cannon_2","Pixels hue","Total pixels",356,0.776889396535313,0.223110603464687,0.52566337400736,0.47433662599264,5.25
"120",">251","cannon_3","Pixels hue","Total pixels",359,0.789032749428789,0.210967250571211,0.509200077474337,0.490799922525663,5.25
"121","<60","canoe_0","Pixels hue","Total pixels",362,0.672703510082151,0.327109783420463,0.454699566773404,0.545112073836881,5.36
"122","61-160","canoe_1","Pixels hue","Total pixels",365,0.804892253931276,0.195107746068725,0.498824451410658,0.501175548589342,5.15
"123","161-250","canoe_2","Pixels hue","Total pixels",368,0.801203649776742,0.198796350223258,0.539380877742947,0.460619122257053,5.15
"124",">251","canoe_3","Pixels hue","Total pixels",371,0.848184818481848,0.151815181518152,0.556622257053291,0.443377742946709,5.15
"125","<60","car-side-101_0","Pixels hue","Total pixels",374,NA,NA,NA,NA,0
"126","61-160","car-side-101_1","Pixels hue","Total pixels",377,NA,NA,NA,NA,0
"127","161-250","car-side-101_2","Pixels hue","Total pixels",380,NA,NA,NA,NA,0
"128",">251","car-side-101_3","Pixels hue","Total pixels",383,NA,NA,NA,NA,0
"129","<60","car-tire_0","Pixels hue","Total pixels",386,0.769288389513109,0.230711610486891,0.53329944077275,0.46670055922725,4
"130","61-160","car-tire_1","Pixels hue","Total pixels",389,0.859195402298851,0.140804597701149,0.594997339010112,0.405002660989888,3.83
"131","161-250","car-tire_2","Pixels hue","Total pixels",392,0.79417773237998,0.20582226762002,0.441497659906396,0.558502340093604,3.92
"132",">251","car-tire_3","Pixels hue","Total pixels",395,0.839080459770115,0.160919540229885,0.430317212688507,0.569682787311492,3.92
"133","<60","cartman_0","Pixels hue","Total pixels",398,0.658019801980198,0.341386138613861,0.516726403823178,0.482676224611708,5.05
"134","61-160","cartman_1","Pixels hue","Total pixels",401,0.7031348621923,0.2968651378077,0.408888888888889,0.591111111111111,4.75
"135","161-250","cartman_2","Pixels hue","Total pixels",404,0.734904270986745,0.265095729013255,0.521693121693122,0.478306878306878,4.75
"136",">251","cartman_3","Pixels hue","Total pixels",407,0.731958762886598,0.268041237113402,0.466455026455026,0.533544973544974,4.75
"137","<60","cd_0","Pixels hue","Total pixels",410,0.702193748786643,0.297806251213357,0.465483619344774,0.534516380655226,5.15
"138","61-160","cd_1","Pixels hue","Total pixels",413,0.81654047757717,0.183459522422831,0.508580343213729,0.491419656786271,5.15
"139","161-250","cd_2","Pixels hue","Total pixels",416,0.813240147544166,0.186759852455834,0.524960998439938,0.475039001560062,5.15
"140",">251","cd_3","Pixels hue","Total pixels",419,0.816734614637934,0.183265385362066,0.493369734789392,0.506630265210608,5.15
"141","<60","centipede_0","Pixels hue","Total pixels",422,0.647272727272727,0.352525252525253,0.478498985801217,0.521298174442191,4.95
"142","61-160","centipede_1","Pixels hue","Total pixels",425,0.843859649122807,0.156140350877193,0.488546255506608,0.511453744493392,4.56
"143","161-250","centipede_2","Pixels hue","Total pixels",428,0.882676224611708,0.117323775388292,0.489320854331653,0.510679145668346,4.19
"144",">251","centipede_3","Pixels hue","Total pixels",431,0.84250107434465,0.15749892565535,0.528688524590164,0.471311475409836,4.66
"145","<60","cereal-box_0","Pixels hue","Total pixels",434,0.670676289762096,0.329323710237904,0.523694779116466,0.476305220883534,3.74
"146","61-160","cereal-box_1","Pixels hue","Total pixels",437,0.746591820368885,0.253408179631115,0.471753681392236,0.528246318607764,3.74
"147","161-250","cereal-box_2","Pixels hue","Total pixels",440,0.838278535151029,0.161721464848971,0.532262382864793,0.467737617135207,3.74
"148",">251","cereal-box_3","Pixels hue","Total pixels",443,0.776797647687784,0.223202352312216,0.46425702811245,0.53574297188755,3.74
"149","<60","chandelier-101_0","Pixels hue","Total pixels",446,0.91769991015274,0.0821203953279425,0.540033130866924,0.459782808761274,5.56
"150","61-160","chandelier-101_1","Pixels hue","Total pixels",449,0.978524743230626,0.0214752567693744,0.555768127032715,0.444231872967285,5.36
"151","161-250","chandelier-101_2","Pixels hue","Total pixels",452,0.981139122315593,0.0188608776844071,0.434283527836235,0.565716472163765,5.36
"152",">251","chandelier-101_3","Pixels hue","Total pixels",455,0.978342046303211,0.0216579536967886,0.422039410751865,0.577960589248135,5.36
"153","<60","chess-board_0","Pixels hue","Total pixels",458,0.623809523809524,0.376190476190476,0.451608371962354,0.548391628037646,7.14
"154","61-160","chess-board_1","Pixels hue","Total pixels",461,0.823249299719888,0.176750700280112,0.509481668773704,0.490518331226296,7.14
"155","161-250","chess-board_2","Pixels hue","Total pixels",464,0.859837877671334,0.140162122328666,0.557723577235772,0.442276422764228,6.79
"156",">251","chess-board_3","Pixels hue","Total pixels",467,0.839779805881501,0.160220194118499,0.539668700959024,0.460331299040976,6.9
"157","<60","chimp_0","Pixels hue","Total pixels",470,0.74628857381151,0.25371142618849,0.526799131741526,0.473200868258474,6
"158","61-160","chimp_1","Pixels hue","Total pixels",473,0.791277258566978,0.208722741433022,0.539327789327789,0.460672210672211,5.78
"159","161-250","chimp_2","Pixels hue","Total pixels",476,0.809795777085497,0.190204222914503,0.468121968121968,0.531878031878032,5.78
"160",">251","chimp_3","Pixels hue","Total pixels",479,0.804078164825828,0.195921835174172,0.43469387755102,0.56530612244898,5.89
"161","<60","chopsticks_0","Pixels hue","Total pixels",482,0.72296918767507,0.27703081232493,0.557838446383338,0.442161553616662,3.57
"162","61-160","chopsticks_1","Pixels hue","Total pixels",485,0.808403361344538,0.191596638655462,0.477905994933859,0.522094005066141,3.57
"163","161-250","chopsticks_2","Pixels hue","Total pixels",488,0.817503586800574,0.182496413199426,0.466705102334967,0.533294897665033,3.49
"164",">251","chopsticks_3","Pixels hue","Total pixels",491,0.80638834407397,0.19361165592603,0.396847734309035,0.603152265690965,3.57
"165","<60","clutter_0","Pixels hue","Total pixels",494,0.818416244559647,0.181580784599159,0.496560981199237,0.503436042583714,336.61
"166","61-160","clutter_1","Pixels hue","Total pixels",497,0.847158403869407,0.152841596130593,0.5095386524456,0.4904613475544,339.08
"167","161-250","clutter_2","Pixels hue","Total pixels",500,0.905645549888913,0.094354450111087,0.505719060079277,0.494280939920723,309.29
"168",">251","clutter_3","Pixels hue","Total pixels",503,0.903189092668925,0.0968109073310749,0.49075632497128,0.509243675028719,299.92
"169","<60","cockroach_0","Pixels hue","Total pixels",506,0.712037765538946,0.287175452399685,0.499013806706114,0.500197238658777,7.62
"170","61-160","cockroach_1","Pixels hue","Total pixels",509,0.867806928540368,0.132193071459632,0.438616882173471,0.561383117826529,6.9
"171","161-250","cockroach_2","Pixels hue","Total pixels",512,0.887480916030534,0.112519083969466,0.456924254016832,0.543075745983168,6.55
"172",">251","cockroach_3","Pixels hue","Total pixels",515,0.810364145658263,0.189635854341737,0.498525073746313,0.501474926253687,7.14
"173","<60","coffee-mug_0","Pixels hue","Total pixels",518,0.696605185779203,0.303394814220797,0.470809792843691,0.529190207156309,3.74
"174","61-160","coffee-mug_1","Pixels hue","Total pixels",521,0.845454545454546,0.154545454545455,0.513317191283293,0.486682808716707,3.74
"175","161-250","coffee-mug_2","Pixels hue","Total pixels",524,0.843090082865544,0.156909917134456,0.495291902071563,0.504708097928437,3.74
"176",">251","coffee-mug_3","Pixels hue","Total pixels",527,0.854851643945469,0.145148356054531,0.538068334678504,0.461931665321496,3.74
"177","<60","coffin_0","Pixels hue","Total pixels",530,0.721999465383587,0.278000534616413,0.513658275307981,0.486341724692019,3.74
"178","61-160","coffin_1","Pixels hue","Total pixels",533,0.882384389200748,0.117615610799252,0.510712372790573,0.489287627209427,3.74
"179","161-250","coffin_2","Pixels hue","Total pixels",536,0.897086340550655,0.102913659449345,0.414836636314944,0.585163363685056,3.74
"180",">251","coffin_3","Pixels hue","Total pixels",539,0.882384389200748,0.117615610799252,0.5,0.5,3.74
"181","<60","coin_0","Pixels hue","Total pixels",542,0.630819672131148,0.368786885245902,0.487772637144746,0.511830799735625,7.62
"182","61-160","coin_1","Pixels hue","Total pixels",545,0.827506775067751,0.172493224932249,0.52896174863388,0.47103825136612,7.38
"183","161-250","coin_2","Pixels hue","Total pixels",548,0.884757834757835,0.115242165242165,0.529209128749821,0.470790871250179,7.02
"184",">251","coin_3","Pixels hue","Total pixels",551,0.837994214079074,0.162005785920926,0.455341019586054,0.544658980413946,7.26
"185","<60","comet_0","Pixels hue","Total pixels",554,0.871757716273004,0.10085494855818,0.5381269933314,0.434473760510293,6.71
"186","61-160","comet_1","Pixels hue","Total pixels",557,0.888355067490277,0.111644932509723,0.462789100068697,0.537210899931303,4.37
"187","161-250","comet_2","Pixels hue","Total pixels",560,0.852934988428361,0.147065011571639,0.46809854706254,0.53190145293746,4.75
"188",">251","comet_3","Pixels hue","Total pixels",563,0.888462315619317,0.111537684380683,0.509704811969268,0.490295188030732,4.95
"189","<60","computer-keyboard_0","Pixels hue","Total pixels",566,0.660642570281124,0.339357429718876,0.478548805067665,0.521451194932335,3.49
"190","61-160","computer-keyboard_1","Pixels hue","Total pixels",569,0.856067449563385,0.143932550436615,0.475974614687217,0.524025385312783,3.32
"191","161-250","computer-keyboard_2","Pixels hue","Total pixels",572,0.847963281698221,0.152036718301779,0.488338612150878,0.511661387849122,3.49
"192",">251","computer-keyboard_3","Pixels hue","Total pixels",575,0.866588304437261,0.133411695562739,0.523598820058997,0.476401179941003,3.4
"193","<60","computer-monitor_0","Pixels hue","Total pixels",578,0.731552162849873,0.268447837150127,0.50879440885265,0.49120559114735,8.65
"194","61-160","computer-monitor_1","Pixels hue","Total pixels",581,0.847231715652768,0.152768284347232,0.577492256510267,0.422507743489733,8.78
"195","161-250","computer-monitor_2","Pixels hue","Total pixels",584,0.778394633356465,0.221605366643535,0.458940011648224,0.541059988351776,8.65
"196",">251","computer-monitor_3","Pixels hue","Total pixels",587,0.826384142173616,0.173615857826384,0.442009865779511,0.557990134220489,8.78
"197","<60","computer-mouse_0","Pixels hue","Total pixels",590,0.810425432445068,0.189574567554932,0.479377798727316,0.520622201272684,4.28
"198","61-160","computer-mouse_1","Pixels hue","Total pixels",593,0.871882864333105,0.128117135666895,0.489621771217712,0.510378228782288,4.37
"199","161-250","computer-mouse_2","Pixels hue","Total pixels",596,0.874343048256092,0.125656951743908,0.51564756860857,0.48435243139143,4.19
"200",">251","computer-mouse_3","Pixels hue","Total pixels",599,0.888031790556335,0.111968209443665,0.485034173933538,0.514965826066462,4.28
"201","<60","conch_0","Pixels hue","Total pixels",602,0.735391186177441,0.264608813822559,0.494659157117887,0.505340842882113,5.15
"202","61-160","conch_1","Pixels hue","Total pixels",605,0.884615384615384,0.115384615384615,0.561988192725195,0.438011807274805,5.25
"203","161-250","conch_2","Pixels hue","Total pixels",608,0.882376237623762,0.117623762376238,0.472266244057052,0.527733755942948,5.05
"204",">251","conch_3","Pixels hue","Total pixels",611,0.836536594835954,0.163463405164046,0.407846183724995,0.592153816275005,5.15
"205","<60","cormorant_0","Pixels hue","Total pixels",614,0.772645578720345,0.227354421279655,0.518298179195962,0.481701820804038,5.56
"206","61-160","cormorant_1","Pixels hue","Total pixels",617,0.817038102084831,0.182961897915169,0.487110149630431,0.512889850369569,5.56
"207","161-250","cormorant_2","Pixels hue","Total pixels",620,0.833033788641265,0.166966211358735,0.514512349017487,0.485487650982513,5.56
"208",">251","cormorant_3","Pixels hue","Total pixels",623,0.833572969086988,0.166427030913012,0.467459888227871,0.532540111772129,5.56
"209","<60","covered-wagon_0","Pixels hue","Total pixels",626,0.599012027491409,0.400987972508591,0.438084874863983,0.561915125136017,4.66
"210","61-160","covered-wagon_1","Pixels hue","Total pixels",629,0.798684210526316,0.201315789473684,0.565458990886864,0.434541009113136,4.56
"211","161-250","covered-wagon_2","Pixels hue","Total pixels",632,0.789473684210526,0.210526315789474,0.548592188919164,0.451407811080836,4.46
"212",">251","covered-wagon_3","Pixels hue","Total pixels",635,0.743113101903695,0.256886898096305,0.435513169845595,0.564486830154405,4.46
"213","<60","cowboy-hat_0","Pixels hue","Total pixels",638,0.651451637944419,0.348548362055581,0.430771648593431,0.569228351406569,6.44
"214","61-160","cowboy-hat_1","Pixels hue","Total pixels",641,0.849844720496894,0.150155279503106,0.488291686311488,0.511708313688512,6.44
"215","161-250","cowboy-hat_2","Pixels hue","Total pixels",644,0.876876876876877,0.123123123123123,0.51104,0.48896,6.33
"216",">251","cowboy-hat_3","Pixels hue","Total pixels",647,0.87812451482689,0.12187548517311,0.527738488134528,0.472261511865472,6.44
